tid,artist,category,genre,id,title,tracks,year
363,renaud,folk,chanson,100374,mistral gagnant,miss maggie la pãªche ã la ligne si t es mon pote mistral gagnant trois matelots tu vas au bal morts les enfants baby sitting blues p tite conne le retour de la pepette fatigue ,1985
364,heerlijke hollandse hits cd 047,folk,,100375,renee de haan,vuile huichelaar amsterdam mannen in t kleine straatje toen kwam jij ik zou het van de daken willen schreeuwen verblind door de liefde laat me nog een keer gelukkig zijn ja jij raak mij nog een keertje aan pierrot de koek is op ,
365,halvdan sivertsen,folk,folk,100376,amerika,levende lyd speil danse sã deilig hold ut hold frem ledig naken i norge amerika charlie sankthansnatt fly hei kommer du ut aleina ,
366,matapat,folk,folk,100377,petit fou,reel de la peche au capelan reel st sauveur la fille du geolier le champ de posi reel des cent larmes la vieille galope l amuseur de filles sept huitres et demie le ton morin par un dimanche au soir soupir de st albans un p tit soulier madame intro pour sylvie sire le roi charmante sylvie pont de vie la jolie rochelle petit fou et sa suite la vendee brandy rose get up sam ,2001
367,woody guthrie,folk,,100378,a legendary performer,the great dust storm dust storm disaster i ain t got no home talking dust bowl blues vigilante man dust can t kill me dust pneumonia blues pretty boy floyd blowin down this road i ain t going to be treated this way tom joad part 1 tom joad part 2 dust bowl refugee do re mi dust bowl blues dusty old dust so long it s been good to know you ,
368,junco,folk,folk,100379,junco,seã ora mã a signora mia marcho lejos vado via mã ndale flores a amanda â hola mi amor jardã n prohibido bella sin alma adãºltera si quieres marcha mujer de noche gwendolyne romã ntica ã mame ,2001
370,varios,folk,folk,100381,iii certamen tunas almeria,la hiedra la flor de la canela pasodoble islas canarias fonseca luna de espaã a lamento borincano contigo aprendi maria la portuguesa somos amapola adios a la llanera las palmeras ,1995
372,ãƒâ â dâ â ã ã ã â¼â â ã ã ã âªâ â ã ãžâºâ ã â ,folk,folk,100385,ã ã â âºâµã ã ã â ã ,ãˆâªã â â â ãÿã ã ã ãœâ ã ã âµâºã ã â¼ã ãˆã ã ã ã âªãˆã ãšâ ãžã â¾ã¼â ã ã â ã â¹ ã ã â³â â â ãžã ãƒã ãœâ ã ã ã â âµã ã ã â â ã ã â ã â³ã â â ã ã âµã â ã ã â¼ã ã ã ã ã ã âµã ã â ã â ã ã ã âµ ã ã âºãƒâ â â â ã â â½â ã ã â â ã ãšã ã ã ã â½ã â ã â âµã â âµã ãšâ âºã² ã ã ã ã¼â½ã ã ã¼ ,1999
373,david michael randy mead,folk,,100386,keystone passage,keystone passage andean mist new wings chetzemoka rain norwegian nights windsor castle s burning onion creek return of the magicians the kingdom of mossylog petals in the stream ,1993
374,septeto santiaguero,folk,salsa,100387,la pulidora,la wemba de marilãº flor de ausencia la pulidora el guaguancã³ es mã s sabroso los que son y no son linda graciela a ritmo de bongã³ la ratonera usted no me conoce a mã guaracha me voy a las dos ,1999
375,declan masterson,folk,celtic,100388,end of the harvest,anuas an timmy o reilly s pretty girls of mayo hand me down the tackle paddy o brien s tumble the tinker dark woman of the glen bonaparte s retreat collier s miss mary o neill s fancy green garters an buachaill dreoite end of the harvest burn the stubble sweethearts leg of the duck an ghaoth anair aneas girl from the big house the wounded hussar out on the road sean mcguire s maid in the meadow elks festival paddy o brien s larry redican s foxhunters by the water s edge emmigrant s march tourist ,1991
376,various artists,folk,,100389,artists of talent connections,tom pacheco there was a time tom pacheco what about us tom pacheco heroes aoife clancy are you sleeping maggie aoife clancy there is hope aoife clancy silvery moon george wurzbach i m god george wurzbach larue the snake has flown george wurzbach sometimes she ll dance alone modern man moe modern man channel surfing modern man like a river ,
377,mannik grigorian,folk,national folk,100390,van,kele lao anoush vatan aman maro maratouk astvadzadzin karabaghi ororotsayin krougner sourmalou bartsr sarer nino matis matnike dle yaman vardani mor voghbe lorik vana yergeri sharg ,
378,steve mcdonald,folk,celtic,100391,legend,far away fly the narrow line flodden field the queen and the rymer wi a hundred pipers valley of the weping hadrian s wall the voyage of maeldun culloden scotland the brave bonus track ,
379,rockdrigo gonzã lez,folk,,100392,en el cafã de los artesanos aguascalientes vol 1,ama de casa un poco triste perro en el perifã rico quã hacer metro balderas tiempos hã bridos los intelectuales historia de la no historia oh yo no sã no tengo tiempo de cambiar mi vida canciã³n de amor de jack el destripador pã³rtate sensato el feo ,
380,ã msir,folk,folk rock,100393,megasarlã g,sennilega ã¾aã sã ã asta pã ll ã skar heilrã ã avã sur unun aã eins eina nã³tt magga stã na og valgeir spã ã u ã mig kolrassa krã³krã ã andi krã³kodã lamaã urinn quarashi tvã r stjã rnur emiliana torrini silfurskotturnar hafa sungiã fyrir mig lhooq orfeus og evridã s dr gunni paradã sarfuglinn funkstrasse reykjavã kurnã tur botnleã ja sã ngur um ekki neitt pppã nk jã³lanã ttburã ur twitt mã ja mã ja curver heimspekilegar vangaveltur um ã¾jã³ã fã lagsstã ã u ã jã³nsson og grjã³ni ,
381,okay temiz the zurna project,folk,,100394,karsilama,kobra cobra dere geliyor dere running river ã anakkale iã inde in ã anakkale bu gala tasli gala this gala stony gala aydin zeybegi aydin dance ada ã iftetellisi island ã iftetelli kazibem my kazibe sã¼leyman aga mr suleyman kã¼tahya nin pinarlari kã¼tahya s fountain ergã¼n e to ergã¼n koca arap huge black karsilama meeting ,1999
382,sugartown,folk,folk,100395,sugartown,man of constant sorrow you me no place left to go streets of laredo barbara allen wagoners lad blue ridge mountain north ontario moon stone walls steel bars jack a roe well done down deep missing link pretty peggy o ,2002
383,corries,folk,celtic,100396,live at the royal lyceum theatre,wha wadna fecht for charlie liberty side by side tramps and hawkers the great silkie lyceum blues ye jacobites by name lowlands away abigail the old triangle dream angus maids when you re young bonnie dundee ,1998
384,marilyn manson,folk,gothic rock,100397,mechanical animals,great big white world the dope show mechanical animals rock is dead disassociative the speed of pain posthuman i want to disappear i don t like the drugs but the drugs like me new model no 15 user friendly fundamentally loathsome coma white ,1999
385,mike craver,folk,folk,100398,wagoner s lad,a wagoner s lad black randy waiting for the coming storm little brown bat dewberry place down at the crossroads freddy ollie s song soldier in the rain in the bottom of the leadville mine lord gregory judy one day when now is gone ,1999
387,paul brady,folk,,100400,the paul brady songbook,oh what world the long goodbye i will bethere nobody knows i believe in magic blue world crazy dreams nothing but the same old story helpless heart follow on the world is what you make it the homes of donegal ,2002
388,the horse flies,folk,folk,100401,the horse flies,life is a rubber rope sally ann roadkill passion in an art form what does family mean two candles i need a plastic bands to keep my brains in needles on the beach starvation waltz cold out there time is burning your eyes are elevators hush little baby ,
389,nanaku group,folk,folk,100402,hitam hitam kuli kanari,hitam hitam kuli kanari elo ko bilang pela e sapa lai hatawano tanah pujaan let s sing ambon manis e mama pernah pata hati pesta adat di maluku bukan karna harta cere basudara hitam hitam kuli kanari ,
390,dobe newton et al,folk,,100403,best of songs stories of australia cd 2,how mcdougall topped the score the floppy eared dog our ancient ruin saltbush bill mick pilley s schottische a post cup tale scotty s wild stuff stew chinaman s chance been there before the man from snowy river music arthur s seat upon the road to rockabout a gentle hint bluey brink music the fiddle polka daley s dorg wattle me and my dog how we backed the favourite music captain cook s cottage city of dreadful thirst yule fever includes music silent night grog n grumble steeplechase music life in the finland woods are you the cove music cosgill s delight the outlaw and the rider it s grand music newcastle the swagman ,
391,kalle almlã f,folk,,100404,lejsmelã tar,polska efter herman strã mberg 2 polska efter herman strã mberg 3 polska efter herman strã mberg 4 ã ttermalspolskan after skinnar albin larsson 5 vals efter herman strã mberg 6 polska efter herman strã mberg 7 polska efter herman strã mberg 8 gã kpolska efter herman strã mberg 9 vals efter herman strã mberg 10 polska efter per lã f 11 polska efter herman strã mberg 12 polska efter herman strã mberg 13 beckasinen vals efter herman strã mberg 14 vals efter herman strã mberg 15 janorsleken polska efter herman strã mberg 16 bark larsas polska efter herman strã mberg 17 polska efter herman strã mberg 18 guldmedaljvalsen efter erik ã hl 19 vals efter carl johan bjã rklund 20 polska efter skinnar albin larsson 21 klyftipolskan efter herman strã mberg 22 polska efter herman strã mberg 23 inga rikedomar polska efter per gustaf florell 24 polska efter herman strã mberg 25 vallã tspolska efter herman strã mberg 26 polska efter skinnar albin larsson 27 knã l lars polskan efter herman strã mberg 28 polska efter herman strã mberg 29 polska efter herman strã mberg ,
392,rory mcleod,folk,,100405,travelling home,going song spring is returning dosvedanya black brown white defending our homes cold sun shining compatability the dreams we breathe through touchable sleep tonite farming woman s war india matea the right mistake back to donegal ,
393,nationale blue,folk,indie,100406,a different kind of listening,loop transversion silver alien pyjamas in 2 movements hope without saying verbal aproxia secret codes focus in six hot wet kisses in the dark knives and hearts where the hawks fly made up meanings to made up words unraveling secret codes your head is the dark i can not extract you ,2002
394,kilima hawaiians,folk,folk,100407,rhythm of the islands,rhythm of the islands hawaiian surfriding kilima waltz longing for hawaii sweet leilani tiare o tahiti moonlight and roses kane ohe hula polynesian wonderland kohala march moon over miami isle of dreams kilauea s nightfall farewell aloha goodbye hawaii tattoo hawaiian dictionary hawaiian wedding march hele hoi mai awiwi ia rana outrigger canoe now is the hour hula blues auwei i ll see you in hawaii goodbye hawaii pearly shells hawaii here we come aloha oe ,1988
395,ãˆ ã ã ã ã ã ã ã ã ã farlanders,folk,folk rock,100408,moments,ã ã ã ã ã ã ã ã ã ã ã ã ã ã ã ã ã ã ãˆã ã ã ã ã ã ã ã² ã ã ã ã ã ã³ã ã ã ãžã ã ã ã ã ã ã ã ã ã ã ã ã ã ã ã ã ã ã ã ã ã ã ã ã ã ã ãª ã ã ã ãšã ã ã ã ã ã ã ã ã ã ã³ ã²ã ã ã ã ã ã ã ã²ã ã ãšã ã ã ã ã ã ã¼ã ã ã ãœã ãª ,
396,youssou n dour,folk,pop folk,100409,birth of a star,mane kouma khol thi yao alboury ndar bekoor soula sadoome toogne djino youssou jalo yalye dogal bes wagane faye ,2001
397,vig mihaly,folk,,100410,ciganydalok,eladom a borkabatom ha megfogom az erdeget zold erdoben bolyongatok hozzal nekem fobe vertek egesz nyaron egyebet esik eso istenem istenem irigyelik a ciganyok ahany kocsmat falu vegen jaj a gyori utra jon ket rendor ,
399,della bosiers,folk,vocal,100412,della bosiers 1972 1974,fleur de buda horizontaal springtij rust van der valken 3 dagen in a jefke de leeuw en de schorpioen vrouwtje in kooitje cleo in de kinderwagen iedereen slaapt de bende van de bruine kroeg ,1998
400,pete seeger,folk,folk,100413,all time favorites,john henry this land is your land mrs mcgrath the sinking of the reuben james east virginia if i had a hammer america the beautiful this old car he s long john michael row the boat ashore the clearwater little boxes ,
401,sebastian siegel,folk,folk,100414,ich mã chtâ so gern dein teddybã r sein,ich sagâ dir dankeschã n wenn da net der schatten vom ehering wã r hã ttâ i mir traut ich hab bei dir lâ amour gelernt am abend mã cht i di so gern streicheln hã ttâ st du nur ja gesagt nur die treue zã hlt im leben a hand voll gummibã rchen ein kleines stã¼ckâ erl glã¼ck kleine julia ich mã chtâ so gern dein teddybã r sein blondes mã dchen sonnenschein ,1997
402,vã ctor herdia,folk,folklore,100415,vã ctor herdia,cuando se deja querer carbonero la lluviosa corazã³n enamorado vaya a saber que me pasa campesino zamba para mi rã o canciã³n del picapedrero septiembre desde mi guitarra te voy a traer al vino la arenosa la palabra paz ,1991
403,sestry steinovy,folk,,100416,muj tanec,sklidim svy ovoce vinna nevinna vycitka lipe ty jsi tak moudra muj tanec v zaveji z perin lez ma nohy dlouhy volna jako ptak advent kdyz jsem byla panenku rybo pamet ztracena dcera more poledni mir ,
404,kazantzidis stelios,folk,laika,100417,to tragoudi ths kardias mou,to klama ths penias to adiko den eyloghtai sthn psa8a 8a pe8anw varia 8limenos o episkepths kardia mou ponemenh ki apopse melo8anatos ela manoula grhgora makari na pe8anw ta pikramena xeilh mou to shmera xeirotero apo to x8es to tragoudi ths kardias mou ,
405,buffy sainte marie,folk,folk,100418,it s my way ,now that the buffalo s gone the old man s lament ananias mayoo sto hoon cod ine cripple creek the universal soldier babe in arms he lived alone in town you re gonna need somebody on your bond the incest song eyes of amber it s my way ,1964
406,various artists,folk,swing,100419,swing city,tony burgos jump jive and wail modernaires sun valley jump chris kalogerson and his orchestra route 66 tony burgos come fly with me modernaires in the mood tony burgos zoot suit riot chris kalogerson and his orchestra hey bartender modernaires string of pearls tony burgos i get a kick out of you modernaires pennsylvania 6 5000 chris kalogerson and his orchestra everyday i have the blues modernaires american patrol tony burgos you and me and the bottle makes three ,2000
407,steve annie chapman,folk,gospel,100420,for times like these,for times like these higher ground jesus is coming soon sheltered in the arms of god keep in walkin had it not been i must tell jesus shall we gather at the river i m gonna leave my troubles god will take care of you jesus hold my hand send the light at the cross i love you lord ,1991
409,ã ã ã ã ã ã ã ã ã ã ã ã ã ãªã ã ,folk,folk,100422,ã ã ã ã ã ã ã ã ã ã ã ã ã ãªã ã ã ã ã ã ã ã ã ãµ ãœã ãµã ã ã ã ã ã ã ã ãªã ã ã 6 ,ã ã ã½ã²ã ã ãœã ã ã ã ã³ã ã³ã ãµã ã ã ãœã ã ã ã ã ã ã ã ã ã ã ã ã ãªã ã ã ã ã ã ã ã³ã ã ã ãªã ã ã ã ãƒã ã ã ã ã ã ã² ã ã ã ã ã ã ã ã ã ã ã ã ã ã ã ã ã ã ã ã ã ã ãªã ã ã ã²ãªã ã ã ã ã ã ã²ã ã ã ã ã² ã ã ã ã¼ ã ã ã ã ã ã ã ã ã¼ãªã ã ã ã ã ã ã ã ã³ ã ã ã ã¼ãªã ã ã ã ã ã ã ã ã ã³ ãžã ã ã ãªã ã ã ã ã ã ã ã ãªã ãªã ã ã ã ã ã ãªã ãˆã ã²ã ã ã ã ã ã ã ã ã ã ã ,
410,la marmotte,folk,folk,100423,chez madeleine,pas moyen d s arreter l engage pour lyon la madeleine elle longeait la rive tournesol le baton de vert pommier la gerbe mazurka le loup le berger sans coeur quand ces garcons vont faire l amour an dro retournee ,2000
411,highland weavers going home,folk,,100424,highland weavers going home,eileen og going home foggy dew old rose crown lover s heart mandolay back home in derry town i love so well lads o the fair mary ellen carter botany bay ballad of duncan campbell auld lang syne ,
412,rolando boldrin,folk,pop,100425,grandes sucessos,vide vida marvada violeiro triste cabocla tereza casinha de pã ia vaca estrela e boi fuba folha seca adeus meu pai vou buscã boiada lã vai minha garã a branca chapã u de pã ia ingratidã o coraã ã o de violeiro flor do cafezal fogã o de lenha ,
413,opus cuatro,folk,folklore,100426,militantes de la vida,por que cantamos te quiero grito santiagueã o libertango a redoblar nos vamos poniendo viejos piedra y camino a josã artigas caliz a que florezca mi pueblo vamos a andar fantasã a ,1984
414,belchior,folk,mpb,100427,auto retrato cd2 pequeno mapa do tempo,alucinaã ã o na hora do almoã o como nossos pais pequeno mapa do tempo monã³logo das grandezas do brasil mucuripe ypãª galos noites e quintais a palo seco comentã rio a respeito de john velha roupa colorida quinhentos anos de quãª ,
415,kaysha,folk,freestyle,100428,i m ready,intro tã lã phone bounce baby black sea mistakes i m ready don t wake me up love someone everyday dancin dancin around da globo outro until the next expã rience ,1998
416,tony conjugacion,folk,,100429,the collection,kipahulu na pua lei ilima po la ila i nani a o kona ke kihei o mapu ka beauty a o manoa lehua ma ema e kana e o ka pua nanea ko maka great hawaiian hope moanike ala pauoa liko ka lehua skylark ,
418,frans bauer,folk,folk,100431,de frans bauer karaoke top 30 cd 1,de regenboog zolang je bij me bent alles duurt maar even ik leef alleen voor jou hoor die bouzoukie melodie eens schijnt de zon weer wat er overblijft zijn 1000 tranen bella musica ik ben door jou weer gaan leven op de weg naar het geluk kleine dingen in het leven kijk me nog ns aan als ik bij maanlicht naar jou kijk mijn droom ,1997
421,goran ivanovic fareed haque,folk,,100434,macedonian blues,jano mori gajdarsko oro lament kalajdzisko oro saddest of all improv romantico la rose ethno dance macedonian girl jovano jovanke zalopojka ,
422,waterdeep worship,folk,christian rock,100435,you are so good to me,you are so good to me psalm 18 just like you rest in you you are lovely when the cold wind blows those who trust you big enough to hold me you are with me my god has come to save me ,2001
423,despoina vandi,folk,,100436,the best cd 2,sta dwsa ola to koritsaki sou tis kardia mou giatreia gela mou den yparxei tipota nyxtolouloudo lypamai den pethainei i agapi esena perimenw spania adieksodo oute ena eyxaristw ,
424,buzzworld,folk,folk,100437,saol buzz,road to lisdoonvarna congress reel jenny picking cockles humours of ballyloughlan martin wynne s no 2 providence the longford collector the blackleg miner lead the knave walls of liscarrol last night s fun maids of mitchellstown man of the house scatter the mud hare in the corn jackson s jig the wandering minstrel niamh s capers sligo reel dick cosgroves rattlin ramblin willie isabelle blackley patsy gearys the calliope house the green mountain lord ullin s daughter reel of rio the sally gardens ,1996
425,david gray,folk,folk rock,100438,sell sell sell,faster sooner now late night radio sell sell sell smile hold on to nothing everytime magdalena only the lonely what am i doing wrong gutters full of rain forever is tomorrow is today folksong ,
426,fatih kisaparmak,folk,,100439,vay benim hayallerim,zehirim sensin agaclar ayakta ã lã¼r daglara agit silaya dogru yesil basli telli turna haram saltanati mavi gã¼l sevmedi beni eski toprak kerkã¼k ã¼n kalasiyam hastane ã nã¼nde incir agaci var misin ,
427,50 greatest gospel hits,folk,gospel,100440,50 greatest gospel hits cd2,where there is faith 4 him thy word amy grant redeemer nichole c mullen god and god alone steve green in christ alone michael english run to the battle steve camp the warrior is a child twila paris for the sake of the call steven curtis chapman on my knees jaci velasques serve the lord carman another time another place sandi patty find us faithful steve green ,2003
428,kanda bongo man,folk,,100441,the very best,liza lisote sango zing zong monie sai cantique bedy j t djessy iyole ,
429,exit,folk,gospel,100442,pellavaa ja purppuraa,muukalainen merkitty mies jose lã pi tulen ja jã ã n tuulen tuomaa ei muuta kunniaa vesimiehen aika kuuletko vetten pauhinan elã mã on sinun tuhat vuotta sydã n lyã yksi sinulta puuttuu ,1997
430,pepe aguilar,folk,folk,100443,y tenerte otra vez,me faltas valor va por tu suerte alma en pena yo la amo he venido a pedirte perdon mi buen corazon a pierna suelta el mecate indispensable caida libre el hombre es hombre y tenerte otra vez y ahora olvidame mi casa de teja ,2003
431,roberto blades,folk,salsa,100444,encore,el dia de mi suerte dime como es tu nombre paf robermile por tu amor salsa por tu amor balada flor dormida si estuvieras conmigo la murga de panama ya no regreso contigo poquita fe lagrimas ,2001
432,davide van de sfroos,folk,folklore,100445,brã va e tivã n,fã emm e prufã emm la balã ra il figlio di guglielmo tell la nã²cc hoka key la balã da del genesio cau boi cyberfolk pulã nta e galã na frã gia il duello ninna nanna contrabbandiere brã va e tivã n ,1999
433,ãžã ã ã ãšã ã ã²ã ã ã ,folk,,100446,ãˆã ã ã ã ã ,ã ã ã²ã ã ã ã ã ã ã ãªã ã ã ã ã ã ã ã ã ã ã ã¹ã ã ã ã ã ã ã ã ã ã ã ã ã ã³ã ãªã ã ã ã ã ã ã ã ã ã ãµã ã²ã ã ã ã ã ã ã ã ã ã ã ã ã²ã ã ãµ ã ã ã²ã ã ãªã² ã ã ã ã ã ã ã ã ã ã³ã ã ã ã ã ã ã ãª ã ã ã ã ã ã ãµã ã ã ã ã ã ãªã ã ã ã³ãªã ã ã²ã ã ã ã²ã ã ã ã ã ã ã ã fish mambo ã ã ã ã ã ã ã ã ã ã ã ã ã ã²ã ã²ãªã only love ã ã ã ã¼ã ã ã ã ã ã ãªã ã ã ã ã ã ã ã³ã ãªã ã ã ã ã ã ã ã ã â¹1 ã ã ã ã ã ãªã ã ã ã ã ã²ã ã ã ã ã ã ã²ã ã ã ã²ã ãªã ã³ã ã ãª ã³ã ã ã ã ã ã ã ã ã ã ã ã²ã ã ã ã ã ã ã ã ã ã ã ã ã ãµã ã ã ã² ã ã ã ã ã ã ã ã ã ã³ã ã ã²ã ã ã ã ã²ã ã³ã ãªã ã ã ã ã ã ã ã²ã³ã ã ã ã ãªã ã¾ã ã ã²ã ã ã¼ã ã ã ã³ã ã ã ã ã ã ã ã ã ã ã â¹2 ã ã ã ã¼ã ã ã ã ã ãªã ã ã ã ãµã ã ã ã ã ã ãªã ã ã ã³ãªã ,
434,various artistsings of traditional irish dance music,folk,celtic,100448,happy to meet sorry to part classic recordings of traditional irish dance music,packie duignan and seamus horan bridie morley duignan s fa vourite john doherty and tommy mcmahon the knights of st patrick bernard o sullivan and tommy mcmahon i have a bonnet trimmed with blue the rakes of mallow josie mcdermott peg mcgrath s reel ganley s reel willie clancy the pipe on the hob seamus tansey and eddie corcoran boil the breakfast early john rea the mountain hornpipe the kingston hornpipe micko and packie russell tommy glenny s reel john doonan and john wright gillian s apples the prize jig noel pepper and paddy moran st anne s reel terry teahan the kerry mills barndance jack and charlie coen the woodford flings vincent griffin the night in ennis the maid behind the ba r pat mitchell port liadroma sean tiobraid arann packie duignan and seamus horan the duke of leinster chris droney the cuckoo hornpipe eddie corcoran and seamus tansey bonny kate jenny s chick ens john doherty untitled mazurka micko and gussie russell tatter jack walsh rose murphy the teetotaller the bunch of keys bernard o sullivan and tommy mcmahon the ash plant the ma id of mount cisco josie mcdermott boys of the town dwyer s jig felix doran george white s favourite the ivy leaf john kelly we were drinking and kissing the ladies old ti pperary ellen o dwyer the barn dance john rea kitty s fancy lady anne hope gene kelly sean hayes if there weren t any women in the w orld john doonan the irish washerwoman father o flynn the li lting fisherman seamus ennis happy to meet sorry to part john dave and mike wright with paddy neylan the foxhunter s jig ,1996
435,â³â â ã â ,folk,,100449,â ã¼â v,â ã â â â ã¼â v â mâ t â ãšâ ãœâ oâ pâ m â ã â wâ mâ iâ ã âªã â ã âªâºâ mã â gâ mâ â â yâºâ â bâ pâ a â â â â pã â â¹câ lâ â â â â â â ã â²ãž ho yi naluwan live â â â ã âªâºâ ãÿã ã live ,
436,zeleziar,folk,folklore,100450,hudba ku skole tanca,vandrovali hudci i styri kroky ako seju mak koza na zelenej luke ulapila blichu kurikrik dolinska polka lubotinsky cenc lapkana polka sekerecka basistovska do saflika i parchovansky cardas starobabska myjavsky verbunk uklakovana i siriakova do krutu cindruska keckovanec sotys trcipolka kozuseny zajaci odzemok do saflika ii uklakovana ii vandrovali hudci ii ,
437,al kindã ,folk,,100451,le salon de musique d alep,samã ã taqsã m ã d qã dri dã lal mã washshah adhdhibã ni qasã da ra aytu l hilã la mã washshah tif yã durrã mã washshah yã ghazã l mã washshah ilã hã yã rahmã n yã basã r qadd ya mas ad al subhiyya mawwã l hayyã k ya mekrem el qessã d we mwã li ind esh shadã yed atabt k hillan dawr yã qalbã lãªh yã man jafã wa man raham mawwã l bayã ti mawzã n ,1998
438,various,folk,national folk,100452,hollandse hits op mortier orgel,w kerstens geef mij de liefde en de gein sciammareio ik ben met jou niet getrouwd t hermans een bloemetje voor mijn knoopsgat schat p kartner uche uche p kartner de oude muzikant h van hemert ik zie een ster j de nijs antoinette p kartner vader abraham p kartner huilen is voor jou te laat j hoes keetje tippel s goodman t is weer voorbij die mooie zomer j de nijs gina lollobrigida jij bent veel te mooi b de groot dag zuster ursula ,
439,limeliters the,folk,folk,100453,limeliters the,the hammer song battle at gandessa charlie the midnight marauder zhankoye when i first came to this land malaguena salerosa the bear chase the burro gari gari john henry the steel driving man take my true love by the hand lonesome traveler ,1959
441,lucã a de la cruz,folk,folklore,100455,vol 0,frente a frente tãº tienes la tristeza perdã³n por adorarte yo soy si me amaras si estarã s pensando en mi popurri de valses jaraneros envenenada celaje mis celos la pasionaria yo perdã el corazã³n pasito a pasito otra vez jaranero popurri de polkas maã anita lucerito gracia y donaire el palmero ,
442,peter grã nlund,folk,dk dansk,100456,bolvã rksmatroser,anna mari jeg har en ven en sã mand har sin enegang den er fin med kompasset sã ren bramfris lã rkesang javel hr kaptajn en sã mand har sin enegang kronborgvalsen med kronborg om styrbord igen katinka katinka hils fra mig derhjemme lystsejlads solskin ombord ,2000
444,khamisu khan,folk,,100458,art of alghoza from sind,rano malkauns duo de percussions mor thor tã lã must qalandar mã nge loraho mã lodie populaire kafi aiman djamalou ,
446,kevn kinney,folk,,100460,down out law,down and out law save for me midwestern blues eye of the hurricane shindig with the lord bird tell him something for me chattachoochie coochie man so take a look at me now mountain top never far behind epilogue a beatnik haight street kerouacian ripoff in e ,
447,various,folk,son,100461,cuban lullabys,bola de nieve drume negrito merceditas valdã s lacho chucho valdã s berceuse a jessie coro corolillo seã ora santana omara portoundo drume negrito bola de nieve drume mobila mayuela alvarez hilda de castillo nelson martinez el amor de caracol e lombriz coralia arregoitia sueã os de colores merceditas valdã s juguetã³n marisela verena nana animalera adrã s alã n berceuse campesina bola de nieve lacho clave y guanguancã³ oguere coralia arregoitia la calabacita ,
448,pogues,folk,folk,100462,hell s ditch,the sunnyside of the street sayonara the ghost of a smile hell s ditch lorca s novena summer in siam rain street rainbow man the wake of the medusa house of the gods five green queens and jean maidrin rua six to go ,1990
449,dan bonis,folk,acoustic,100463,delivering the cake,delivering the cake scotland corey is gone patience and hope aragon mill augustine creek kona moan lament domestic blues kalamazoo irene waterfall ,2004
450,jerry garcia,folk,bluegrass,100464,jerry s home disc ii ,long black veil long black veil rosa lee mcfall rosa lee mcfall drifting too far from the shore drifting too far from the shore long black veil amazing grace little sadie knockin on heaven s door improvisation jam so what house of the rising sun ,1995
451,vamp,folk,folk,100465,god morgen sã ster,tir n a noir sommar i hekken godmorgen sã ster et uansvarlig dikt juli det e derfor eg synge hã nsahus hallo adjã savonarola hav ferskenblomsten til havs sao raphael til minne om tir n a noir instrumental ,1993
452,various,folk,irish folk,100466,classic irish airs instrumental ,galway bay my singing bird isle of innisfree carrickfergus rose of tralee easy and slow the sally gardens curragh of kildare last rose of summer the harp tha once raglin road danny boy ,1997
453,subway to sally,folk,national folk,100467,mcmxcv,krã henfrass grabrede mit knochenpolka arche sommertag auf der flucht requiem erdbeermund banks of sicely der brã utigam die hexe die jagd carrickfergus ,1995
454,vujicsics ensemble,folk,,100468,serb and croat folk music,durdevka aj sviralka da je visnja â vranjanka malo kolo zbogom selo dere madarac selom ide â ovo kolo sviraj zlato sokacko kolo gajdasko kolo â oj savice â mimikino kolo svatovac iz pomaza ,
455,bert jansch,folk,folk,100469,the ornament tree,the ornament tree bonny portmore the banks o sicily the rambling boys of pleasure the rocky road to dublin three dreamers the mountain streams the blackbird of mullamore ladyfair the road tae dundee tramps and hawkers the january man dobbins flower vale ,1990
457,spailpã n,folk,,100471,on a long journey home,jeannie johnston jeannie s voyage the rose of saigon green amoung the gold boys of bã rr na srã ide o carolan s concerto ireland we won t leave you isle of innspree killury s golden corn slã n abhaile goodbye to old new york jethroes tune ,
458,two left feet,folk,folk,100472,music for irish dancing vol 1 solos,reels a go go more reels slip jigs treble jigs hornpipes light jigs single jigs beginner treble jigs beginner hornpipes st patrick s day the blackbird garden of daisies job of journeywork ,2000
460,the urban gypsies,folk,folk,100474,then there was faith,security i love you cowboy read your book tiny shell doin it trails of mind scotty zubinubi slapjaw seriously ,1999
461,10 000 maniacs,folk,folk,100475,our time in eden,noah s dove these are days eden few and far between stockton gala days gold rush brides jezebel how you ve grown candy everybody wants tolerance circle dream if you intend i m not the man ,1992
463,harry sheppard,folk,,100477,viva brasil,the vanishing forest here comes sonia the road back to sao paulo good vibes lamba playa after all lambada suave savoir lambada reunion forbidden fruit love juice lambambo always there ,
465,kevin burke,folk,folk,100479,in concert,the butterfly bonnie kate jenny s chickens kitty o shea the cottage groves maudabawn chapel the beare island reel itzikel up sligo the rollicking boys around tandagee out with the boys the mountain road doctor gilbert mcfadden s handsome daughter walsh s hornpipe the old torn petticoat 2 versions the bank ofireland sean ryan s jigs roll in the barrel in the tap room the earl s chair the blackbird 2 versions lucy campbell the jolly tinker ,1999
467,city of invercargill caledonian pipe band,folk,folk rock,100481,pipin hot ii,cpperhead road joan of arc b 52 chasing shadows bittersweet symphony i don t wanna be alone toss the feathers cape bretton still havn t found battles o er going home whiskey in the jar auld lang syne ,2003
468,mare nostrum,folk,,100482,mare nostrum,ohi mama mia tarantella di montemarano le lune di odessa wein a ramallah all avvocata skanderbeg suite campesina suite ussak quartetto tarantella pizzica pizzica lissandro lissandro ,
